RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,savings,,,,interest,,
8412,15719479,Chukwuhaenye,619,Spain,Female,56,7,0,2,1,1,42442.21,0,-42442.21,42442.21,2122.1105,40320.0995,21221.105,-21221.105,-1061.05525
8413,15575147,Wall,699,France,Male,22,9,99339,1,1,0,68297.61,1,31041.39,-31041.39,3414.8805,-34456.2705,34148.805,65190.195,3259.50975
8414,15597309,Howell,749,Spain,Male,36,7,0,2,0,0,80134.65,0,-80134.65,80134.65,4006.7325,76127.9175,40067.325,-40067.325,-2003.36625
8415,15648367,Lo,600,Germany,Female,29,6,74430.1,2,1,1,96051.1,0,-21621,21621,4802.555,16818.445,48025.55,26404.55,1320.2275
8416,15758031,Lazarev,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0,10559.5,-10559.5,4034.1175,-14593.6175,40341.175,50900.675,2545.03375
8417,15751771,Lowe,528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0,-12057.53,12057.53,5557.499,6500.031,55574.99,43517.46,2175.873
8418,15689288,Folliero,630,France,Female,26,5,0,2,1,0,182612.38,0,-182612.38,182612.38,9130.619,173481.761,91306.19,-91306.19,-4565.3095
8419,15731026,Han,683,Germany,Female,39,2,100062.16,2,1,0,109201.43,0,-9139.27,9139.27,5460.0715,3679.1985,54600.715,45461.445,2273.07225
8420,15775809,Holloway,677,Germany,Female,26,6,98723.67,1,0,1,151146.67,0,-52423,52423,7557.3335,44865.6665,75573.335,23150.335,1157.51675
8421,15743076,Pai,669,Spain,Male,29,9,0,1,1,1,93901.61,0,-93901.61,93901.61,4695.0805,89206.5295,46950.805,-46950.805,-2347.54025
8422,15658258,Trejo,693,France,Male,43,6,128760.32,1,1,0,36342.79,0,92417.53,-92417.53,1817.1395,-94234.6695,18171.395,110588.925,5529.44625
8423,15756321,Johnston,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1,46470.12,-46470.12,4915.1285,-51385.2485,49151.285,95621.405,4781.07025
8424,15706799,Macknight,719,Spain,Male,44,4,0,1,0,0,84972.9,1,-84972.9,84972.9,4248.645,80724.255,42486.45,-42486.45,-2124.3225
8425,15775703,Lo,702,France,Male,26,2,71281.29,1,1,1,108747.12,1,-37465.83,37465.83,5437.356,32028.474,54373.56,16907.73,845.3865
8426,15642636,Glossop,755,France,Male,29,9,117035.89,1,1,1,21862.19,0,95173.7,-95173.7,1093.1095,-96266.8095,10931.095,106104.795,5305.23975
8427,15704651,Bishop,514,France,Male,26,1,0,2,0,0,121551.93,0,-121551.93,121551.93,6077.5965,115474.3335,60775.965,-60775.965,-3038.79825
8428,15806771,Yefremova,753,France,Female,40,0,3768.69,2,1,0,177065.24,1,-173296.55,173296.55,8853.262,164443.288,88532.62,-84763.93,-4238.1965
8429,15566735,Obialo,548,Germany,Female,36,2,108913.84,2,1,1,140460.01,0,-31546.17,31546.17,7023.0005,24523.1695,70230.005,38683.835,1934.19175
8430,15681671,Nkemjika,850,Germany,Male,28,2,101100.22,2,1,1,35337.31,0,65762.91,-65762.91,1766.8655,-67529.7755,17668.655,83431.565,4171.57825
8431,15775949,Trevisani,612,France,Female,38,7,110615.47,1,1,1,193502.93,0,-82887.46,82887.46,9675.1465,73212.3135,96751.465,13864.005,693.20025
8432,15586752,Parkes,628,Germany,Male,33,8,152143.89,1,1,1,32174.03,0,119969.86,-119969.86,1608.7015,-121578.5615,16087.015,136056.875,6802.84375
8433,15582519,Seleznyov,479,France,Male,47,6,121797.09,1,0,1,5811.9,1,115985.19,-115985.19,290.595,-116275.785,2905.95,118891.14,5944.557
8434,15658233,Naylor,724,France,Female,41,5,109798.25,1,0,1,149593.61,0,-39795.36,39795.36,7479.6805,32315.6795,74796.805,35001.445,1750.07225
8435,15755330,Forbes,512,Germany,Male,41,7,122403.24,1,0,1,37439.9,1,84963.34,-84963.34,1871.995,-86835.335,18719.95,103683.29,5184.1645
8436,15605072,Douglas,638,France,Female,43,3,145860.98,1,1,1,142763.51,1,3097.47,-3097.47,7138.1755,-10235.6455,71381.755,74479.225,3723.96125
8437,15617538,Nwankwo,834,Spain,Male,40,7,0,2,0,0,45038.74,0,-45038.74,45038.74,2251.937,42786.803,22519.37,-22519.37,-1125.9685
8438,15591428,Myers,781,France,Male,29,9,0,2,0,0,172097.4,0,-172097.4,172097.4,8604.87,163492.53,86048.7,-86048.7,-4302.435
8439,15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1,-75257.95,75257.95,9017.2345,66240.7155,90172.345,14914.395,745.71975
8440,15692931,Hsing,670,France,Male,22,2,114991.45,1,1,1,37392.56,0,77598.89,-77598.89,1869.628,-79468.518,18696.28,96295.17,4814.7585
8441,15781127,Giordano,663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0,59904.99,-59904.99,1843.2025,-61748.1925,18432.025,78337.015,3916.85075
8442,15677136,Okwukwe,624,France,Female,23,5,0,2,0,0,132418.59,0,-132418.59,132418.59,6620.9295,125797.6605,66209.295,-66209.295,-3310.46475
8443,15677828,Chalmers,598,France,Female,34,4,0,2,0,0,60894.26,0,-60894.26,60894.26,3044.713,57849.547,30447.13,-30447.13,-1522.3565
8444,15567897,Chiazagomekpere,619,Germany,Male,23,5,132725.1,1,1,1,143913.33,0,-11188.23,11188.23,7195.6665,3992.5635,71956.665,60768.435,3038.42175
8445,15793641,Evseyev,792,France,Female,70,3,0,2,1,1,172240.27,0,-172240.27,172240.27,8612.0135,163628.2565,86120.135,-86120.135,-4306.00675
8446,15678333,Parry-Okeden,683,France,Female,26,7,0,2,1,0,86619.77,0,-86619.77,86619.77,4330.9885,82288.7815,43309.885,-43309.885,-2165.49425
8447,15630511,Picot,691,France,Female,33,6,0,2,1,0,164074.89,0,-164074.89,164074.89,8203.7445,155871.1455,82037.445,-82037.445,-4101.87225
8448,15792627,Reid,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0,15518.39,-15518.39,3451.9715,-18970.3615,34519.715,50038.105,2501.90525
8449,15717191,Ferri,508,France,Male,49,1,93817.41,2,1,1,132468.76,1,-38651.35,38651.35,6623.438,32027.912,66234.38,27583.03,1379.1515
8450,15625716,Genovesi,637,France,Female,33,9,113913.53,1,0,1,65316.5,0,48597.03,-48597.03,3265.825,-51862.855,32658.25,81255.28,4062.764
8451,15710053,Neumayer,667,Germany,Female,44,5,140406.68,2,0,1,57164.19,0,83242.49,-83242.49,2858.2095,-86100.6995,28582.095,111824.585,5591.22925
8452,15580043,Murray,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0,70832.26,-70832.26,1719.854,-72552.114,17198.54,88030.8,4401.54
8453,15601410,Tien,744,Spain,Female,46,1,0,3,1,1,177431.59,1,-177431.59,177431.59,8871.5795,168560.0105,88715.795,-88715.795,-4435.78975
8454,15684669,Parkes,567,France,Female,41,9,137891.35,1,1,0,142009.46,1,-4118.11,4118.11,7100.473,-2982.363,71004.73,66886.62,3344.331
8455,15619083,Yip,502,France,Female,35,6,0,2,1,1,80618.47,0,-80618.47,80618.47,4030.9235,76587.5465,40309.235,-40309.235,-2015.46175
8456,15692207,Ingle,609,France,Female,53,6,0,2,1,1,124218.27,0,-124218.27,124218.27,6210.9135,118007.3565,62109.135,-62109.135,-3105.45675
8457,15730705,Chidubem,715,France,Male,37,9,165252.52,1,1,0,85286.3,0,79966.22,-79966.22,4264.315,-84230.535,42643.15,122609.37,6130.4685
8458,15749688,Lu,541,France,Male,32,8,0,2,0,0,40889.14,0,-40889.14,40889.14,2044.457,38844.683,20444.57,-20444.57,-1022.2285
8459,15728542,Vorobyova,850,France,Female,71,4,0,2,1,1,107236.87,0,-107236.87,107236.87,5361.8435,101875.0265,53618.435,-53618.435,-2680.92175
8460,15760063,Chiedozie,595,Spain,Male,23,7,0,2,1,1,168085.97,0,-168085.97,168085.97,8404.2985,159681.6715,84042.985,-84042.985,-4202.14925
8461,15658982,Napolitani,650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1,-24629.03,24629.03,7333.1715,17295.8585,73331.715,48702.685,2435.13425
8462,15758769,Coffey,625,France,Female,44,7,0,1,1,0,4791.8,0,-4791.8,4791.8,239.59,4552.21,2395.9,-2395.9,-119.795
8463,15778481,Chigbogu,817,France,Male,59,1,118962.58,1,1,1,120819.58,0,-1857,1857,6040.979,-4183.979,60409.79,58552.79,2927.6395
8464,15661162,Akabueze,526,Spain,Male,49,2,0,1,1,0,114539.67,1,-114539.67,114539.67,5726.9835,108812.6865,57269.835,-57269.835,-2863.49175
8465,15568164,Istomin,850,France,Female,34,4,71379.53,2,1,1,154000.99,0,-82621.46,82621.46,7700.0495,74921.4105,77000.495,-5620.965,-281.04825
8466,15601569,Ndubueze,598,France,Female,40,2,171178.25,1,1,0,137980.58,1,33197.67,-33197.67,6899.029,-40096.699,68990.29,102187.96,5109.398
8467,15772383,Toscani,613,France,Male,36,9,131307.11,1,0,0,83343.73,0,47963.38,-47963.38,4167.1865,-52130.5665,41671.865,89635.245,4481.76225
8468,15667456,Ross,709,Spain,Male,62,3,0,2,1,1,82195.15,0,-82195.15,82195.15,4109.7575,78085.3925,41097.575,-41097.575,-2054.87875
8469,15672983,Fernando,678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0,-62451.1,62451.1,7477.5475,54973.5525,74775.475,12324.375,616.21875
8470,15799534,McClaran,720,France,Male,71,5,183135.39,2,1,1,197688.5,0,-14553.11,14553.11,9884.425,4668.685,98844.25,84291.14,4214.557
8471,15582847,Yermakova,662,France,Male,26,0,0,2,0,1,72929.96,0,-72929.96,72929.96,3646.498,69283.462,36464.98,-36464.98,-1823.249
8472,15612478,Somadina,525,France,Male,51,10,0,3,1,0,171045.35,1,-171045.35,171045.35,8552.2675,162493.0825,85522.675,-85522.675,-4276.13375
8473,15709621,Wan,662,France,Male,31,3,0,2,0,1,27731.05,0,-27731.05,27731.05,1386.5525,26344.4975,13865.525,-13865.525,-693.27625
8474,15802009,Mazzi,770,France,Female,33,6,0,2,1,1,126131.9,0,-126131.9,126131.9,6306.595,119825.305,63065.95,-63065.95,-3153.2975
8475,15698816,Tuan,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0,-31396.04,31396.04,5196.5745,26199.4655,51965.745,20569.705,1028.48525
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,1,-19497.91,19497.91,7381.7665,12116.1435,73817.665,54319.755,2715.98775
8477,15603082,Yashina,701,France,Male,51,9,0,2,0,0,61961.57,0,-61961.57,61961.57,3098.0785,58863.4915,30980.785,-30980.785,-1549.03925
8478,15685947,Henderson,556,Germany,Male,42,0,115915.53,2,0,1,125435.47,1,-9519.94,9519.94,6271.7735,3248.1665,62717.735,53197.795,2659.88975
8479,15643048,Mueller,639,France,Male,66,0,0,2,0,1,42240.54,0,-42240.54,42240.54,2112.027,40128.513,21120.27,-21120.27,-1056.0135
8480,15807568,Wright,632,France,Male,50,2,0,2,0,0,57942.88,0,-57942.88,57942.88,2897.144,55045.736,28971.44,-28971.44,-1448.572
8481,15597591,Lung,456,France,Male,29,5,107000.49,1,1,1,153419.62,0,-46419.13,46419.13,7670.981,38748.149,76709.81,30290.68,1514.534
8482,15747558,Bryant,729,Spain,Female,38,10,0,2,1,0,189727.12,0,-189727.12,189727.12,9486.356,180240.764,94863.56,-94863.56,-4743.178
8483,15756655,Madukaife,632,France,Female,34,2,0,2,0,0,165385.55,0,-165385.55,165385.55,8269.2775,157116.2725,82692.775,-82692.775,-4134.63875
8484,15589949,Maclean,433,Spain,Male,34,9,152806.74,1,1,0,19687.99,0,133118.75,-133118.75,984.3995,-134103.1495,9843.995,142962.745,7148.13725
8485,15601012,Abdullah,802,France,Female,60,3,92887.06,1,1,0,39473.63,1,53413.43,-53413.43,1973.6815,-55387.1115,19736.815,73150.245,3657.51225
8486,15724269,Yao,670,France,Male,25,7,0,2,1,1,144723.38,0,-144723.38,144723.38,7236.169,137487.211,72361.69,-72361.69,-3618.0845
8487,15567506,Cheatham,738,Germany,Female,40,6,114940.67,2,1,1,194895.57,1,-79954.9,79954.9,9744.7785,70210.1215,97447.785,17492.885,874.64425
8488,15791877,Gallagher,706,Germany,Male,34,0,140641.26,2,1,1,77271.91,0,63369.35,-63369.35,3863.5955,-67232.9455,38635.955,102005.305,5100.26525
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,-33280.08,33280.08,5254.841,28025.239,52548.41,19268.33,963.4165
8490,15686538,Nixon,522,France,Female,41,7,0,2,0,1,176780.39,0,-176780.39,176780.39,8839.0195,167941.3705,88390.195,-88390.195,-4419.50975
8491,15585985,Wang,746,France,Male,48,5,165282.42,1,1,0,153786.46,1,11495.96,-11495.96,7689.323,-19185.283,76893.23,88389.19,4419.4595
8492,15699257,Kerr,651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0,99533.81,-99533.81,2180.603,-101714.413,21806.03,121339.84,6066.992
8493,15804104,Romani,494,France,Male,28,9,114731.76,2,0,1,79479.74,0,35252.02,-35252.02,3973.987,-39226.007,39739.87,74991.89,3749.5945
8494,15727619,Lock,753,Germany,Female,46,9,113909.69,3,1,0,92320.37,1,21589.32,-21589.32,4616.0185,-26205.3385,46160.185,67749.505,3387.47525
8495,15740237,Millar,671,Germany,Male,36,2,116695.27,1,0,0,193201.86,0,-76506.59,76506.59,9660.093,66846.497,96600.93,20094.34,1004.717
8496,15801436,K'ung,696,France,Male,42,4,0,1,0,0,126353.13,1,-126353.13,126353.13,6317.6565,120035.4735,63176.565,-63176.565,-3158.82825
8497,15705735,Onyekachi,577,Spain,Male,43,3,0,2,1,1,135008.92,0,-135008.92,135008.92,6750.446,128258.474,67504.46,-67504.46,-3375.223
8498,15649359,Somayina,587,France,Male,36,1,0,2,0,1,17135.6,0,-17135.6,17135.6,856.78,16278.82,8567.8,-8567.8,-428.39
8499,15624892,Dennis,712,Germany,Male,37,7,93978.96,2,1,0,60651.77,0,33327.19,-33327.19,3032.5885,-36359.7785,30325.885,63653.075,3182.65375
8500,15784918,Brown,498,Germany,Male,35,2,121968.11,2,0,1,188343.05,0,-66374.94,66374.94,9417.1525,56957.7875,94171.525,27796.585,1389.82925
8501,15584785,Ogochukwu,660,France,Male,37,2,97324.91,1,1,0,23291.83,0,74033.08,-74033.08,1164.5915,-75197.6715,11645.915,85678.995,4283.94975
8502,15797197,Macleod,678,Spain,Male,29,6,0,2,1,0,64443.75,0,-64443.75,64443.75,3222.1875,61221.5625,32221.875,-32221.875,-1611.09375
8503,15574858,Page,530,France,Male,37,8,0,2,1,1,287.99,0,-287.99,287.99,14.3995,273.5905,143.995,-143.995,-7.19975
8504,15794101,Barese,559,France,Female,48,2,0,2,0,1,137961.41,0,-137961.41,137961.41,6898.0705,131063.3395,68980.705,-68980.705,-3449.03525
8505,15743245,Agafonova,624,France,Male,42,3,145155.37,1,1,0,72169.95,1,72985.42,-72985.42,3608.4975,-76593.9175,36084.975,109070.395,5453.51975
8506,15791535,Caraway,592,France,Male,28,5,137222.77,1,0,0,39608.58,0,97614.19,-97614.19,1980.429,-99594.619,19804.29,117418.48,5870.924
8507,15605215,Stevenson,767,France,Male,48,9,0,2,0,1,175458.21,0,-175458.21,175458.21,8772.9105,166685.2995,87729.105,-87729.105,-4386.45525
8508,15771749,Duncan,653,Germany,Female,38,5,114268.22,2,1,1,89524.83,0,24743.39,-24743.39,4476.2415,-29219.6315,44762.415,69505.805,3475.29025
8509,15616833,Wang,678,Spain,Male,27,2,0,2,1,1,13221.25,0,-13221.25,13221.25,661.0625,12560.1875,6610.625,-6610.625,-330.53125
8510,15750728,Kaur,586,Spain,Female,42,2,0,1,1,0,102889.34,0,-102889.34,102889.34,5144.467,97744.873,51444.67,-51444.67,-2572.2335
8511,15769353,Jenkins,550,France,Female,40,8,150490.32,1,0,0,166468.21,1,-15977.89,15977.89,8323.4105,7654.4795,83234.105,67256.215,3362.81075
8512,15770091,Edwards,643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0,133708.86,-133708.86,1357.4635,-135066.3235,13574.635,147283.495,7364.17475
8513,15716420,Kelly,612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0,110687.23,-110687.23,2980.0575,-113667.2875,29800.575,140487.805,7024.39025
8514,15740602,Boyle,674,Germany,Female,27,4,111568.01,1,0,1,22026.18,0,89541.83,-89541.83,1101.309,-90643.139,11013.09,100554.92,5027.746
8515,15796071,Loane,657,Spain,Male,29,7,83889.03,1,1,0,153059.62,0,-69170.59,69170.59,7652.981,61517.609,76529.81,7359.22,367.961
8516,15811389,Padovano,724,Germany,Female,35,0,171982.95,2,0,1,167313.07,0,4669.88,-4669.88,8365.6535,-13035.5335,83656.535,88326.415,4416.32075
8517,15783875,Li Fonti,500,France,Female,34,4,0,2,1,0,12833.96,0,-12833.96,12833.96,641.698,12192.262,6416.98,-6416.98,-320.849
8518,15671800,Robinson,688,France,Male,20,8,137624.4,2,1,1,197582.79,0,-59958.39,59958.39,9879.1395,50079.2505,98791.395,38833.005,1941.65025
8519,15677288,Geach,599,France,Male,50,3,121159.65,1,0,0,4033.39,1,117126.26,-117126.26,201.6695,-117327.9295,2016.695,119142.955,5957.14775
8520,15633525,Payne,631,France,Male,29,7,0,2,0,1,125877.22,0,-125877.22,125877.22,6293.861,119583.359,62938.61,-62938.61,-3146.9305
8521,15634606,Chinonyelum,634,Spain,Male,52,1,0,2,1,1,176913.42,0,-176913.42,176913.42,8845.671,168067.749,88456.71,-88456.71,-4422.8355
8522,15579207,Watkins,545,France,Male,37,3,91184.01,1,1,0,105476.65,0,-14292.64,14292.64,5273.8325,9018.8075,52738.325,38445.685,1922.28425
8523,15619892,Page,644,Spain,Male,18,8,0,2,1,0,59172.42,0,-59172.42,59172.42,2958.621,56213.799,29586.21,-29586.21,-1479.3105
8524,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1,35296.78,-35296.78,5436.551,-40733.331,54365.51,89662.29,4483.1145
8525,15711750,Watson,711,France,Female,34,6,0,2,1,1,175310.38,0,-175310.38,175310.38,8765.519,166544.861,87655.19,-87655.19,-4382.7595
8526,15751084,Mancini,712,France,Female,29,8,140170.61,1,1,1,38170.04,0,102000.57,-102000.57,1908.502,-103909.072,19085.02,121085.59,6054.2795
8527,15768945,Chibueze,627,France,Male,27,1,62092.9,1,1,1,105887.04,0,-43794.14,43794.14,5294.352,38499.788,52943.52,9149.38,457.469
8528,15586931,Hunter,694,Spain,Male,39,3,0,1,1,1,95625.03,0,-95625.03,95625.03,4781.2515,90843.7785,47812.515,-47812.515,-2390.62575
8529,15636353,Buchi,534,Spain,Male,35,4,0,2,0,0,9541.15,0,-9541.15,9541.15,477.0575,9064.0925,4770.575,-4770.575,-238.52875
8530,15623858,Charteris,603,France,Male,45,9,0,1,0,0,148516.79,0,-148516.79,148516.79,7425.8395,141090.9505,74258.395,-74258.395,-3712.91975
8531,15703354,Aksenov,808,France,Female,33,2,103516.87,1,1,0,113907.8,0,-10390.93,10390.93,5695.39,4695.54,56953.9,46562.97,2328.1485
8532,15663987,Wright,723,Spain,Male,30,1,0,3,1,0,164647.72,1,-164647.72,164647.72,8232.386,156415.334,82323.86,-82323.86,-4116.193
8533,15780805,Lu,585,France,Female,35,2,0,2,1,0,98621.04,1,-98621.04,98621.04,4931.052,93689.988,49310.52,-49310.52,-2465.526
8534,15768566,K?,706,France,Male,34,8,0,2,1,1,37479.97,0,-37479.97,37479.97,1873.9985,35605.9715,18739.985,-18739.985,-936.99925
8535,15643229,Hou,671,France,Female,31,6,0,2,1,1,15846.42,0,-15846.42,15846.42,792.321,15054.099,7923.21,-7923.21,-396.1605
8536,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1,80058.18,-80058.18,255.204,-80313.384,2552.04,82610.22,4130.511
8537,15676576,Stephenson,646,France,Female,43,8,143061.88,1,1,0,61937.6,0,81124.28,-81124.28,3096.88,-84221.16,30968.8,112093.08,5604.654
8538,15800068,Cooper,801,Spain,Female,46,6,0,2,1,1,170008.74,0,-170008.74,170008.74,8500.437,161508.303,85004.37,-85004.37,-4250.2185
8539,15648030,Crump,731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0,-27612.67,27612.67,8250.034,19362.636,82500.34,54887.67,2744.3835
8540,15668594,Diggs,620,Germany,Female,25,1,137712.01,1,1,1,76197.05,0,61514.96,-61514.96,3809.8525,-65324.8125,38098.525,99613.485,4980.67425
8541,15728709,Shih,484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0,-11144.56,11144.56,5902.299,5242.261,59022.99,47878.43,2393.9215
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0,-51757.69,51757.69,7868.045,43889.645,78680.45,26922.76,1346.138
8543,15647546,Carvosso,688,Germany,Female,40,8,150679.71,2,0,1,196226.38,0,-45546.67,45546.67,9811.319,35735.351,98113.19,52566.52,2628.326
8544,15702601,Wyatt,680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1,63915.7,-63915.7,2219.2285,-66134.9285,22192.285,86107.985,4305.39925
8545,15567725,Kodilinyechukwu,689,France,Female,46,7,52016.08,2,1,1,72993.65,0,-20977.57,20977.57,3649.6825,17327.8875,36496.825,15519.255,775.96275
8546,15674179,Vorobyova,513,Germany,Male,34,7,60515.13,1,0,0,124571.09,0,-64055.96,64055.96,6228.5545,57827.4055,62285.545,-1770.415,-88.52075
8547,15686957,Piccio,553,Germany,Male,35,2,158584.28,2,1,0,43640.16,0,114944.12,-114944.12,2182.008,-117126.128,21820.08,136764.2,6838.21
8548,15607690,Hsing,689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0,87691.08,-87691.08,1556.071,-89247.151,15560.71,103251.79,5162.5895
8549,15806546,Lucas,517,Spain,Male,46,4,0,1,1,0,22372.78,0,-22372.78,22372.78,1118.639,21254.141,11186.39,-11186.39,-559.3195
8550,15632850,T'ang,731,France,Male,37,8,0,2,1,1,170338.35,0,-170338.35,170338.35,8516.9175,161821.4325,85169.175,-85169.175,-4258.45875
8551,15709016,North,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1,-67626.2,67626.2,7942.2745,59683.9255,79422.745,11796.545,589.82725
8552,15638068,Thompson,507,Spain,Male,32,7,0,2,1,0,67926.18,0,-67926.18,67926.18,3396.309,64529.871,33963.09,-33963.09,-1698.1545
8553,15749345,Simpson,468,France,Female,22,1,76318.64,1,1,1,194783.12,0,-118464.48,118464.48,9739.156,108725.324,97391.56,-21072.92,-1053.646
8554,15791321,Nwora,682,Spain,Female,58,4,0,1,1,0,176036.01,0,-176036.01,176036.01,8801.8005,167234.2095,88018.005,-88018.005,-4400.90025
8555,15699095,Chandler,603,France,Female,24,3,0,1,1,1,198826.03,1,-198826.03,198826.03,9941.3015,188884.7285,99413.015,-99413.015,-4970.65075
8556,15638329,Uspensky,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0,-57251.44,57251.44,8434.1785,48817.2615,84341.785,27090.345,1354.51725
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0,143212.24,-143212.24,346.8135,-143559.0535,3468.135,146680.375,7334.01875
8558,15752622,Kerr,729,France,Female,32,7,38550.06,1,0,1,179230.23,0,-140680.17,140680.17,8961.5115,131718.6585,89615.115,-51065.055,-2553.25275
8559,15774507,Furneaux,574,France,Female,39,5,119013.86,1,1,0,103421.91,0,15591.95,-15591.95,5171.0955,-20763.0455,51710.955,67302.905,3365.14525
8560,15570857,Kambinachi,677,Germany,Female,39,0,111213.64,2,1,1,147578.26,0,-36364.62,36364.62,7378.913,28985.707,73789.13,37424.51,1871.2255
8561,15599386,Black,627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0,-59407.26,59407.26,6525.2245,52882.0355,65252.245,5844.985,292.24925
8562,15744913,Chizoba,788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0,93483.72,-93483.72,807.4565,-94291.1765,8074.565,101558.285,5077.91425
8563,15647292,Peng,697,France,Male,63,7,148368.02,1,0,0,118862.08,1,29505.94,-29505.94,5943.104,-35449.044,59431.04,88936.98,4446.849
8564,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,143397.14,1,5203.77,-5203.77,7169.857,-12373.627,71698.57,76902.34,3845.117
